Player_Name,Club,Position,Total Goals,Total Assists,Penalties,Match_Played,Season,Competition
Castello Lukeba,RB Leipzig,Centre-Back,0,0,0,0,2024-2025,UCL
El Chadaille Bitshiabu,RB Leipzig,Centre-Back,0,0,0,0,2024-2025,UCL
Xavi Simons,RB Leipzig,Attacking Midfield,0,0,0,0,2024-2025,UCL
Benjamin Šeško,RB Leipzig,Centre-Forward,0,0,0,0,2024-2025,UCL
Nicolas  Seiwald,RB Leipzig,Central Midfield,0,0,0,0,2024-2025,UCL
Loïs Openda,RB Leipzig,Centre-Forward,0,0,0,0,2024-2025,UCL
Christoph Baumgartner,RB Leipzig,Attacking Midfield,0,0,0,0,2024-2025,UCL
Eljif Elmas,RB Leipzig,Attacking Midfield,0,0,0,0,2024-2025,UCL
Xaver Schlager,RB Leipzig,Central Midfield,0,0,0,0,2024-2025,UCL
Amadou Haïdara,RB Leipzig,Central Midfield,0,0,0,0,2024-2025,UCL
David Raum,RB Leipzig,Left-Back,0,0,0,0,2024-2025,UCL
Kevin Kampl,RB Leipzig,Central Midfield,0,0,0,0,2024-2025,UCL
Willi Orban,RB Leipzig,Centre-Back,0,0,0,0,2024-2025,UCL
Lukas Klostermann,RB Leipzig,Centre-Back,0,0,0,0,2024-2025,UCL
Lutsharel Geertruida,RB Leipzig,Right-Back,0,0,0,0,2024-2025,UCL
Yussuf Poulsen,RB Leipzig,Centre-Forward,0,0,0,0,2024-2025,UCL
André Silva,RB Leipzig,Centre-Forward,0,0,0,0,2024-2025,UCL
Benjamin Henrichs,RB Leipzig,Right-Back,0,0,0,0,2024-2025,UCL
Kasper Schmeichel,Celtic FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Scott Bain,Celtic FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Viljami Sinisalo,Celtic FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Cameron Carter-Vickers,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Anthony Ralston,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Greg Taylor,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Auston Trusty,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Liam Scales,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Alistair Johnston,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Stephen Welsh,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Maik Nawrocki,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Adam Montgomery,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
Colby Donovan,Celtic FC,Defence,0,0,0,0,2024-2025,UCL
James McCarthy,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
James Forrest,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Callum McGregor,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Luke McCowan,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Paulo Bernardo,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Luis Palma,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Odin Holm,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Hyun-jun Yang,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Francis Turley,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Jude Bonnar,Celtic FC,Midfield,0,0,0,0,2024-2025,UCL
Daizen Maeda,Celtic FC,Offence,0,0,0,0,2024-2025,UCL
Kyogo Furuhashi,Celtic FC,Offence,0,0,0,0,2024-2025,UCL
Nicolas Kühn,Celtic FC,Offence,0,0,0,0,2024-2025,UCL
Adam Idah,Celtic FC,Offence,0,0,0,0,2024-2025,UCL
Reo Hatate,Celtic FC,Offence,0,0,0,0,2024-2025,UCL
Alex Valle,Celtic FC,Left-Back,0,0,0,0,2024-2025,UCL
Arne Engels,Celtic FC,Central Midfield,0,0,0,0,2024-2025,UCL
Ivan Nevistić,GNK Dinamo Zagreb,Goalkeeper,0,0,0,0,2024-2025,UCL
Danijel Zagorac,GNK Dinamo Zagreb,Goalkeeper,0,0,0,0,2024-2025,UCL
Ivan Filipović,GNK Dinamo Zagreb,Goalkeeper,0,0,0,0,2024-2025,UCL
Faris Krkalić,GNK Dinamo Zagreb,Goalkeeper,0,0,0,0,2024-2025,UCL
Kévin Théophile-Catherine,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Maxime Bernauer,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Samy Mmaee,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Stefan Ristovski,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Dino Perić,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Petar Bočkaj,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Takuya Ogiwara,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Sadegh Moharrami,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Raúl Torrente,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Noa Mikić,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Matija Ruškovački,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Leon Jakirović,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Dominik Braun,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Marko Zebić,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Borna Orlić,GNK Dinamo Zagreb,Defence,0,0,0,0,2024-2025,UCL
Marko Pjaca,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Josip Mišić,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Luka Menalo,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Arijan Ademi,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Arbër Hoxha,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Mauro Perkovic,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Petar Sucic,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Martin Baturina,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Luka Stojković,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Lukas Kačavenda,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Branko Pavić,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Tomas Baković,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Leo Rimac,GNK Dinamo Zagreb,Midfield,0,0,0,0,2024-2025,UCL
Bruno Petković,GNK Dinamo Zagreb,Offence,0,0,0,0,2024-2025,UCL
Sandro Kulenović,GNK Dinamo Zagreb,Offence,0,0,0,0,2024-2025,UCL
Dario Špikić,GNK Dinamo Zagreb,Offence,0,0,0,0,2024-2025,UCL
Juan Córdoba,GNK Dinamo Zagreb,Offence,0,0,0,0,2024-2025,UCL
Mislav Ćutuk,GNK Dinamo Zagreb,Offence,0,0,0,0,2024-2025,UCL
Ronaël Pierre-Gabriel,GNK Dinamo Zagreb,Right-Back,0,0,0,0,2024-2025,UCL
Marko Rog,GNK Dinamo Zagreb,Central Midfield,0,0,0,0,2024-2025,UCL
Jan Oliveras,GNK Dinamo Zagreb,Left-Back,0,0,0,0,2024-2025,UCL
Nathanael Mbuku,GNK Dinamo Zagreb,Left Winger,0,0,0,0,2024-2025,UCL
Simon Mignolet,Club Brugge KV,Goalkeeper,0,0,0,0,2024-2025,UCL
Nordin Jackers,Club Brugge KV,Goalkeeper,0,0,0,0,2024-2025,UCL
Dani van den Heuvel,Club Brugge KV,Goalkeeper,0,0,0,0,2024-2025,UCL
Argus Vanden Driessche,Club Brugge KV,Goalkeeper,0,0,0,0,2024-2025,UCL
Axl De Corte,Club Brugge KV,Goalkeeper,0,0,0,0,2024-2025,UCL
Dedryck Boyata,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Brandon Mechele,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Amine Et-Taibi,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Maxim De Cuyper,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Hugo Siquet,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Jorne Spileers,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Bjorn Meijer,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Siebe Wylin,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Joel Ordoñez,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Zaid Romero,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Kyriani Sabbe,Club Brugge KV,Defence,0,0,0,0,2024-2025,UCL
Hans Vanaken,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Andreas Skov Olsen,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Casper Nielsen,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Hugo Vetlesen,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Ferran Jutglà,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Michał Skóraś,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Christos Tzolis,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Ardon Jasari,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Lynnt Audoor,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Denzel De Roeve,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Raphael Onyedika,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Kamal Sowah,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Chemsdine Talbi,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Joaquin Seys,Club Brugge KV,Midfield,0,0,0,0,2024-2025,UCL
Gustaf Nilsson,Club Brugge KV,Offence,0,0,0,0,2024-2025,UCL
Romeo Vermant,Club Brugge KV,Offence,0,0,0,0,2024-2025,UCL
Kaye Furo,Club Brugge KV,Offence,0,0,0,0,2024-2025,UCL
Peter Vindahl Jensen,AC Sparta Praha,Goalkeeper,0,0,0,0,2024-2025,UCL
Vojtech Vorel,AC Sparta Praha,Goalkeeper,0,0,0,0,2024-2025,UCL
Jakub Surovčík,AC Sparta Praha,Goalkeeper,0,0,0,0,2024-2025,UCL
Joeri Heerkens,AC Sparta Praha,Goalkeeper,0,0,0,0,2024-2025,UCL
Asger Sørensen,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Ángelo Preciado,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Jaroslav Zelený,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Filip Panák,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Tomáš Wiesner,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Mathias Ross,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Dalibor Večerka,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Martin Vitík,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Martin Suchomel,AC Sparta Praha,Defence,0,0,0,0,2024-2025,UCL
Qazim Laçi,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Kaan Kairinen,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
David Pavelka,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Lukáš Sadílek,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Jakub Pešek,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Lukáš Haraslín,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Indrit Tuci,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Veljko Birmančević,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Matěj Ryneš,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Krystof Danek,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Roman Horák,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Radek Šiler,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Lukáš Penxa,AC Sparta Praha,Midfield,0,0,0,0,2024-2025,UCL
Markus Solbakken,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Victor Olatunji,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Albion Rrahmani,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Ermal Krasniqi,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Daniel Rus,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Roman Mokrovics,AC Sparta Praha,Offence,0,0,0,0,2024-2025,UCL
Elias Cobbaut,AC Sparta Praha,Centre-Back,0,0,0,0,2024-2025,UCL
Imanol Garcia de Albeniz,AC Sparta Praha,Left-Back,0,0,0,0,2024-2025,UCL
Dario Marzino,BSC Young Boys,Goalkeeper,0,0,0,0,2024-2025,UCL
David von Ballmoos,BSC Young Boys,Goalkeeper,0,0,0,0,2024-2025,UCL
Marvin Keller,BSC Young Boys,Goalkeeper,0,0,0,0,2024-2025,UCL
Ardian Bajrami,BSC Young Boys,Goalkeeper,0,0,0,0,2024-2025,UCL
Saidy Janko,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Loris Benito,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Sandro Lauper,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Abdu Conté,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Mohamed Aly Camara,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Kastriot Imeri,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Anel Husic,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Tanguy Zoukrou,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Lewin Blum,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Mats Seiler,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Sadin Crnovrsanin,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Rhodri Smith,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Lorin Jetzer,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Zachary Athekame,BSC Young Boys,Defence,0,0,0,0,2024-2025,UCL
Filip Ugrinic,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Cheikh Niasse,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Miguel Chaiwa,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Łukasz Łakomy,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Jashar Dema,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Jacques Bomo,BSC Young Boys,Midfield,0,0,0,0,2024-2025,UCL
Silvère Ganvoula,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Cédric Itten,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Darian Males,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Ebrima Colley,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Joel Monteiro,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Meschack Elia,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Facinet Conte,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Janis Lüthi,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Emmanuel Tsimba,BSC Young Boys,Offence,0,0,0,0,2024-2025,UCL
Alan Virginius,BSC Young Boys,Left Winger,0,0,0,0,2024-2025,UCL
Jaouen Hadjam,BSC Young Boys,Left-Back,0,0,0,0,2024-2025,UCL
Patric Pfeiffer,BSC Young Boys,Centre-Back,0,0,0,0,2024-2025,UCL
Janis Blaswich,FC Red Bull Salzburg,Goalkeeper,0,0,0,0,2024-2025,UCL
Alexander Schlager,FC Red Bull Salzburg,Goalkeeper,0,0,0,0,2024-2025,UCL
Salko Hamzić,FC Red Bull Salzburg,Goalkeeper,0,0,0,0,2024-2025,UCL
Valentin Oelz,FC Red Bull Salzburg,Goalkeeper,0,0,0,0,2024-2025,UCL
Aleksa Terzić,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Amar Dedić,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Bryan Okoh,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Kamil Piątkowski,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Daouda Guindo,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Leandro Morgalla,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Stefan Bajcetic,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Samson Baidoo,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
John Mellberg,FC Red Bull Salzburg,Defence,0,0,0,0,2024-2025,UCL
Takumu Kawamura,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Nicolás Capaldo,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Maurits Kjærgaard,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Mamadou Sangare,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Mads Bidstrup,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Nene Dorgeles,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Mamady Diambou,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Lucas Gourna-Douath,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Adam Daghim,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Moussa Kounfolo Yeo,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Oscar Gloukh,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Raphael Hofer,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Oliver Lukić,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Edmund Baidoo,FC Red Bull Salzburg,Midfield,0,0,0,0,2024-2025,UCL
Fernando,FC Red Bull Salzburg,Offence,0,0,0,0,2024-2025,UCL
Karim Konate,FC Red Bull Salzburg,Offence,0,0,0,0,2024-2025,UCL
Petar Ratkov,FC Red Bull Salzburg,Offence,0,0,0,0,2024-2025,UCL
Gaoussou Diakité,FC Red Bull Salzburg,Offence,0,0,0,0,2024-2025,UCL
Kouakou Gadou,FC Red Bull Salzburg,Centre-Back,0,0,0,0,2024-2025,UCL
Hendry Blank,FC Red Bull Salzburg,Centre-Back,0,0,0,0,2024-2025,UCL
Bobby Clark,FC Red Bull Salzburg,Central Midfield,0,0,0,0,2024-2025,UCL
Dmytro Riznyk,FK Shakhtar Donetsk,Goalkeeper,0,0,0,0,2024-2025,UCL
Kiril Fesiun,FK Shakhtar Donetsk,Goalkeeper,0,0,0,0,2024-2025,UCL
Tymur Puzankov,FK Shakhtar Donetsk,Goalkeeper,0,0,0,0,2024-2025,UCL
Denys Tvardovskyi,FK Shakhtar Donetsk,Goalkeeper,0,0,0,0,2024-2025,UCL
Valerii Bondar,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Irakli Azarov,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Yukhym Konoplya,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Pedrinho,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Mykola Matvienko,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Marian Farina,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Alaa Ghram,FK Shakhtar Donetsk,Defence,0,0,0,0,2024-2025,UCL
Pedrinho,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Taras Stepanenko,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Oleksandr Zubkov,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Bartol Franjić,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Artem Bondarenko,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Heorhii Sudakov,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Dmytro Kryskiv,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Marlon Gomes,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Eguinaldo,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Yegor Nazaryna,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Andriy Totovytskyy,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Anton Glushchenko,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Newerton,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Viktor Tsukanov,FK Shakhtar Donetsk,Midfield,0,0,0,0,2024-2025,UCL
Marian Shved,FK Shakhtar Donetsk,Offence,0,0,0,0,2024-2025,UCL
Lassina Franck Traoré,FK Shakhtar Donetsk,Offence,0,0,0,0,2024-2025,UCL
Danylo Sikan,FK Shakhtar Donetsk,Offence,0,0,0,0,2024-2025,UCL
Kevin Santos,FK Shakhtar Donetsk,Offence,0,0,0,0,2024-2025,UCL
Vinicius Tobias,FK Shakhtar Donetsk,Right-Back,0,0,0,0,2024-2025,UCL
Anatolii Trubin,Sport Lisboa e Benfica,Goalkeeper,0,0,0,0,2024-2025,UCL
Samuel Soares,Sport Lisboa e Benfica,Goalkeeper,0,0,0,0,2024-2025,UCL
Andre Gomes,Sport Lisboa e Benfica,Goalkeeper,0,0,0,0,2024-2025,UCL
Adrian Bajrami,Sport Lisboa e Benfica,Defence,0,0,0,0,2024-2025,UCL
Soualiho Meïté,Sport Lisboa e Benfica,Midfield,0,0,0,0,2024-2025,UCL
Muhammed Kerem Aktürkoğlu,Sport Lisboa e Benfica,Midfield,0,0,0,0,2024-2025,UCL
Andreas Schjelderup,Sport Lisboa e Benfica,Midfield,0,0,0,0,2024-2025,UCL
Vangelis Pavlidis,Sport Lisboa e Benfica,Offence,0,0,0,0,2024-2025,UCL
Zeki Amdouni,Sport Lisboa e Benfica,Offence,0,0,0,0,2024-2025,UCL
Antonio Silva,Sport Lisboa e Benfica,Centre-Back,0,0,0,0,2024-2025,UCL
Gianluca Prestianni,Sport Lisboa e Benfica,Right Winger,0,0,0,0,2024-2025,UCL
Alvaro Fernandez,Sport Lisboa e Benfica,Left-Back,0,0,0,0,2024-2025,UCL
Tomas Araujo,Sport Lisboa e Benfica,Centre-Back,0,0,0,0,2024-2025,UCL
Tiago Gouveia,Sport Lisboa e Benfica,Right Winger,0,0,0,0,2024-2025,UCL
Issa Kaboré,Sport Lisboa e Benfica,Right-Back,0,0,0,0,2024-2025,UCL
Benjamín Rollheiser,Sport Lisboa e Benfica,Right Winger,0,0,0,0,2024-2025,UCL
Leandro Barreiro Martins,Sport Lisboa e Benfica,Central Midfield,0,0,0,0,2024-2025,UCL
Alexander Bah,Sport Lisboa e Benfica,Right-Back,0,0,0,0,2024-2025,UCL
Fredrik Aursnes,Sport Lisboa e Benfica,Defensive Midfield,0,0,0,0,2024-2025,UCL
Florentino,Sport Lisboa e Benfica,Defensive Midfield,0,0,0,0,2024-2025,UCL
Renato Sanches,Sport Lisboa e Benfica,Central Midfield,0,0,0,0,2024-2025,UCL
Orkun Kökçü,Sport Lisboa e Benfica,Central Midfield,0,0,0,0,2024-2025,UCL
Jan-Niklas Beste,Sport Lisboa e Benfica,Left-Back,0,0,0,0,2024-2025,UCL
Ángel di María,Sport Lisboa e Benfica,Right Winger,0,0,0,0,2024-2025,UCL
Nicolás Otamendi,Sport Lisboa e Benfica,Centre-Back,0,0,0,0,2024-2025,UCL
Arthur Cabral,Sport Lisboa e Benfica,Centre-Forward,0,0,0,0,2024-2025,UCL
Kjell Scherpen,SK Sturm Graz,Goalkeeper,0,0,0,0,2024-2025,UCL
Daniil Khudyakov,SK Sturm Graz,Goalkeeper,0,0,0,0,2024-2025,UCL
Matteo Bignetti,SK Sturm Graz,Goalkeeper,0,0,0,0,2024-2025,UCL
Christoph Wiener-Pucher,SK Sturm Graz,Goalkeeper,0,0,0,0,2024-2025,UCL
Dimitri Lavalée,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Emanuel Aiwu,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Alexandar Borkovic,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Gregory Wüthrich,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Emir Karic,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Jusuf Gazibegović,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Niklas Geyrhofer,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Jon Stanković,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Max Johnston,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Arjan Malic,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Konstantin Schopp,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Oliver Sorg,SK Sturm Graz,Defence,0,0,0,0,2024-2025,UCL
Stefan Hierländer,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Otar Kiteishvili,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Tomi Horvat,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Tochi Chukwuani,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Martin Kern,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Jacob Peter Hödl,SK Sturm Graz,Midfield,0,0,0,0,2024-2025,UCL
Manprit Sarkaria,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Erencan Yardimci,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Seedy Jatta,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Mika Biereth,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Belmin Beganovic,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Leon Grgic,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
William Bøving,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Amady Camara,SK Sturm Graz,Offence,0,0,0,0,2024-2025,UCL
Malick Yalcouyé,SK Sturm Graz,Central Midfield,0,0,0,0,2024-2025,UCL
Lovro Zvonarek,SK Sturm Graz,Attacking Midfield,0,0,0,0,2024-2025,UCL
Omri Glazer,FK Crvena Zvezda,Goalkeeper,0,0,0,0,2024-2025,UCL
Marko Ilić,FK Crvena Zvezda,Goalkeeper,0,0,0,0,2024-2025,UCL
Ivan Guteša,FK Crvena Zvezda,Goalkeeper,0,0,0,0,2024-2025,UCL
Vuk Draškić,FK Crvena Zvezda,Goalkeeper,0,0,0,0,2024-2025,UCL
Miloš Degenek,FK Crvena Zvezda,Defence,0,0,0,0,2024-2025,UCL
