Player_Name,Club,Position,Total Goals,Total Assists,Penalties,Match_Played,Season,Competition
Tajon Buchanan,FC Internazionale Milano,Right Midfield,0,0,0,0,2024-2025,UCL
Federico Dimarco,FC Internazionale Milano,Left-Back,0,0,0,0,2024-2025,UCL
Marcus Thuram-Ulien,FC Internazionale Milano,Centre-Forward,0,0,0,0,2024-2025,UCL
Marko Arnautovic,FC Internazionale Milano,Centre-Forward,0,0,0,0,2024-2025,UCL
Matteo Darmian,FC Internazionale Milano,Right-Back,0,0,0,0,2024-2025,UCL
Henrikh Mkhitaryan,FC Internazionale Milano,Central Midfield,0,0,0,0,2024-2025,UCL
Denzel Dumfries,FC Internazionale Milano,Right-Back,0,0,0,0,2024-2025,UCL
Mehdi Taremi,FC Internazionale Milano,Centre-Forward,0,0,0,0,2024-2025,UCL
Benjamin Pavard,FC Internazionale Milano,Centre-Back,0,0,0,0,2024-2025,UCL
Lautaro Martínez,FC Internazionale Milano,Centre-Forward,0,0,0,0,2024-2025,UCL
Davide Frattesi,FC Internazionale Milano,Central Midfield,0,0,0,0,2024-2025,UCL
Francesco Acerbi,FC Internazionale Milano,Centre-Back,0,0,0,0,2024-2025,UCL
Piotr Zieliński,FC Internazionale Milano,Central Midfield,0,0,0,0,2024-2025,UCL
Stefan de Vrij,FC Internazionale Milano,Centre-Back,0,0,0,0,2024-2025,UCL
Nicolò Barella,FC Internazionale Milano,Central Midfield,0,0,0,0,2024-2025,UCL
Alessandro Bastoni,FC Internazionale Milano,Centre-Back,0,0,0,0,2024-2025,UCL
Hakan Çalhanoğlu,FC Internazionale Milano,Defensive Midfield,0,0,0,0,2024-2025,UCL
Yann Aurel Bisseck,FC Internazionale Milano,Centre-Back,0,0,0,0,2024-2025,UCL
Mattia Perin,Juventus FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Carlo Pinsoglio,Juventus FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Michele Di Gregorio,Juventus FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Giovanni Daffara,Juventus FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Niccolò Rizzo,Juventus FC,Defence,0,0,0,0,2024-2025,UCL
Javier Gil,Juventus FC,Defence,0,0,0,0,2024-2025,UCL
Filippo Pagnucco,Juventus FC,Defence,0,0,0,0,2024-2025,UCL
Augusto Owusu,Juventus FC,Midfield,0,0,0,0,2024-2025,UCL
Lorenzo Anghelè,Juventus FC,Offence,0,0,0,0,2024-2025,UCL
Diego Pugno,Juventus FC,Offence,0,0,0,0,2024-2025,UCL
Juan Cabal,Juventus FC,Left-Back,0,0,0,0,2024-2025,UCL
Khéphren Thuram-Ulie,Juventus FC,Central Midfield,0,0,0,0,2024-2025,UCL
Nicolò Fagioli,Juventus FC,Central Midfield,0,0,0,0,2024-2025,UCL
Dušan Vlahović,Juventus FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Nicolás González,Juventus FC,Right Winger,0,0,0,0,2024-2025,UCL
Douglas Luiz,Juventus FC,Central Midfield,0,0,0,0,2024-2025,UCL
Tim Weah,Juventus FC,Right Winger,0,0,0,0,2024-2025,UCL
Danilo,Juventus FC,Centre-Back,0,0,0,0,2024-2025,UCL
Teun Koopmeiners,Juventus FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Weston McKennie,Juventus FC,Central Midfield,0,0,0,0,2024-2025,UCL
Arkadiusz Milik,Juventus FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Manuel Locatelli,Juventus FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Arthur,Juventus FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Bremer,Juventus FC,Centre-Back,0,0,0,0,2024-2025,UCL
Christos Papadopoulos,Juventus FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Jonas Rouhi,Juventus FC,Left-Back,0,0,0,0,2024-2025,UCL
Samuel Mbangula,Juventus FC,Left Winger,0,0,0,0,2024-2025,UCL
Nicolò Savona,Juventus FC,Right-Back,0,0,0,0,2024-2025,UCL
Kenan Yıldız,Juventus FC,Left Winger,0,0,0,0,2024-2025,UCL
Vasilije Adzic,Juventus FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Federico Gatti,Juventus FC,Centre-Back,0,0,0,0,2024-2025,UCL
Francisco Conceição,Juventus FC,Right Winger,0,0,0,0,2024-2025,UCL
Pierre Kalulu,Juventus FC,Centre-Back,0,0,0,0,2024-2025,UCL
Andrea Cambiaso,Juventus FC,Left-Back,0,0,0,0,2024-2025,UCL
Paulo Gazzaniga,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Pau López,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Juan Carlos,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Lucas Garcia Madrigal,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Pau García,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Aleksandar Andreev,Girona FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Marc Aznar,Girona FC,Defence,0,0,0,0,2024-2025,UCL
Ferrán,Girona FC,Defence,0,0,0,0,2024-2025,UCL
Ricard Artero,Girona FC,Midfield,0,0,0,0,2024-2025,UCL
Silvi,Girona FC,Midfield,0,0,0,0,2024-2025,UCL
Enric García,Girona FC,Midfield,0,0,0,0,2024-2025,UCL
Papa Ba,Girona FC,Midfield,0,0,0,0,2024-2025,UCL
Dawda Camara,Girona FC,Offence,0,0,0,0,2024-2025,UCL
Raúl Martínez,Girona FC,Offence,0,0,0,0,2024-2025,UCL
Miguel Gutiérrez,Girona FC,Left-Back,0,0,0,0,2024-2025,UCL
Alejandro Francés,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
Iván Martín,Girona FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Bryan Gil,Girona FC,Left Winger,0,0,0,0,2024-2025,UCL
Yangel Herrera,Girona FC,Central Midfield,0,0,0,0,2024-2025,UCL
Ladislav Krejčí,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
Portu,Girona FC,Right Winger,0,0,0,0,2024-2025,UCL
Juanpe,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
David López,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
Abel Ruiz,Girona FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Viktor Tsyhankov,Girona FC,Right Winger,0,0,0,0,2024-2025,UCL
Arnaut Danjuma,Girona FC,Left Winger,0,0,0,0,2024-2025,UCL
Oriol Romeu,Girona FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Daley Blind,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
Donny van de Beek,Girona FC,Central Midfield,0,0,0,0,2024-2025,UCL
Cristhian Stuani,Girona FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Min-su Kim,Girona FC,Left Winger,0,0,0,0,2024-2025,UCL
Juan Arango,Girona FC,Left Winger,0,0,0,0,2024-2025,UCL
Antal Yaakobishvili,Girona FC,Centre-Back,0,0,0,0,2024-2025,UCL
Jastin García,Girona FC,Left Winger,0,0,0,0,2024-2025,UCL
Jhon Solis,Girona FC,Central Midfield,0,0,0,0,2024-2025,UCL
Gabriel Misehouy,Girona FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Yaser Asprilla,Girona FC,Right Winger,0,0,0,0,2024-2025,UCL
Arnau Martinez,Girona FC,Right-Back,0,0,0,0,2024-2025,UCL
Bojan Miovski,Girona FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Franco Israel,Sporting Clube de Portugal,Goalkeeper,0,0,0,0,2024-2025,UCL
Vladan Kovacevic,Sporting Clube de Portugal,Goalkeeper,0,0,0,0,2024-2025,UCL
Diego Calai,Sporting Clube de Portugal,Goalkeeper,0,0,0,0,2024-2025,UCL
Francisco Silva,Sporting Clube de Portugal,Goalkeeper,0,0,0,0,2024-2025,UCL
Diogo Pinto,Sporting Clube de Portugal,Goalkeeper,0,0,0,0,2024-2025,UCL
Zeno Debast,Sporting Clube de Portugal,Defence,0,0,0,0,2024-2025,UCL
Eduardo Quaresma,Sporting Clube de Portugal,Defence,0,0,0,0,2024-2025,UCL
Ousmane Diomande,Sporting Clube de Portugal,Defence,0,0,0,0,2024-2025,UCL
Miguel Alves,Sporting Clube de Portugal,Defence,0,0,0,0,2024-2025,UCL
Maximiliano Araújo,Sporting Clube de Portugal,Midfield,0,0,0,0,2024-2025,UCL
João Simões,Sporting Clube de Portugal,Midfield,0,0,0,0,2024-2025,UCL
Henrique Arreiol,Sporting Clube de Portugal,Midfield,0,0,0,0,2024-2025,UCL
Eduardo Felicíssimo,Sporting Clube de Portugal,Midfield,0,0,0,0,2024-2025,UCL
Mauro Couto,Sporting Clube de Portugal,Offence,0,0,0,0,2024-2025,UCL
Conrad Harder,Sporting Clube de Portugal,Offence,0,0,0,0,2024-2025,UCL
Geovany Quenda,Sporting Clube de Portugal,Offence,0,0,0,0,2024-2025,UCL
Ivan Fresneda,Sporting Clube de Portugal,Right-Back,0,0,0,0,2024-2025,UCL
Gonçalo Inácio,Sporting Clube de Portugal,Centre-Back,0,0,0,0,2024-2025,UCL
Geny Catamo,Sporting Clube de Portugal,Right Winger,0,0,0,0,2024-2025,UCL
Daniel Bragança,Sporting Clube de Portugal,Central Midfield,0,0,0,0,2024-2025,UCL
Pedro Gonçalves,Sporting Clube de Portugal,Attacking Midfield,0,0,0,0,2024-2025,UCL
Morten Hjulmand,Sporting Clube de Portugal,Defensive Midfield,0,0,0,0,2024-2025,UCL
Hidemasa Morita,Sporting Clube de Portugal,Central Midfield,0,0,0,0,2024-2025,UCL
Nuno Santos,Sporting Clube de Portugal,Left-Back,0,0,0,0,2024-2025,UCL
Ricardo Esgaio,Sporting Clube de Portugal,Right-Back,0,0,0,0,2024-2025,UCL
Matheus Reis,Sporting Clube de Portugal,Left-Back,0,0,0,0,2024-2025,UCL
Trincão,Sporting Clube de Portugal,Left Winger,0,0,0,0,2024-2025,UCL
Viktor Gyökeres,Sporting Clube de Portugal,Centre-Forward,5,0,2,6,2024-2025,UCL
Jerry St. Juste,Sporting Clube de Portugal,Centre-Back,0,0,0,0,2024-2025,UCL
Marcus Edwards,Sporting Clube de Portugal,Right Winger,0,0,0,0,2024-2025,UCL
Grégoire Coudert,Stade Brestois 29,Goalkeeper,0,0,0,0,2024-2025,UCL
Marco Bizot,Stade Brestois 29,Goalkeeper,0,0,0,0,2024-2025,UCL
Noah Jauny,Stade Brestois 29,Goalkeeper,0,0,0,0,2024-2025,UCL
Paris Irie,Stade Brestois 29,Defence,0,0,0,0,2024-2025,UCL
Raphaël Le Guen,Stade Brestois 29,Defence,0,0,0,0,2024-2025,UCL
Axel Camblan,Stade Brestois 29,Midfield,0,0,0,0,2024-2025,UCL
Léo Botz,Stade Brestois 29,Offence,0,0,0,0,2024-2025,UCL
Ibrahim Kanté,Stade Brestois 29,Offence,0,0,0,0,2024-2025,UCL
Serigne Diop,Stade Brestois 29,Offence,0,0,0,0,2024-2025,UCL
Hugo Magnetti,Stade Brestois 29,Central Midfield,0,0,0,0,2024-2025,UCL
Mama Baldé,Stade Brestois 29,Centre-Forward,0,0,0,0,2024-2025,UCL
Jonas Martin,Stade Brestois 29,Defensive Midfield,0,0,0,0,2024-2025,UCL
Kenny Lala,Stade Brestois 29,Right-Back,0,0,0,0,2024-2025,UCL
Romain Faivre,Stade Brestois 29,Right Midfield,0,0,0,0,2024-2025,UCL
Mahdi Camara,Stade Brestois 29,Central Midfield,0,0,0,0,2024-2025,UCL
Pierre Lees Melou,Stade Brestois 29,Defensive Midfield,0,0,0,0,2024-2025,UCL
Jordan Amavi,Stade Brestois 29,Left-Back,0,0,0,0,2024-2025,UCL
Edimilson Fernandes,Stade Brestois 29,Defensive Midfield,0,0,0,0,2024-2025,UCL
Massadio Haïdara,Stade Brestois 29,Left-Back,0,0,0,0,2024-2025,UCL
Romain Del Castillo,Stade Brestois 29,Right Winger,0,0,0,0,2024-2025,UCL
Ludovic Ajorque,Stade Brestois 29,Centre-Forward,0,0,0,0,2024-2025,UCL
Mathias Pereira Lage,Stade Brestois 29,Left Winger,0,0,0,0,2024-2025,UCL
Brendan Chardonnet,Stade Brestois 29,Centre-Back,0,0,0,0,2024-2025,UCL
Luc Zogbe,Stade Brestois 29,Right-Back,0,0,0,0,2024-2025,UCL
Abdoulaye N'Diaye,Stade Brestois 29,Centre-Back,0,0,0,0,2024-2025,UCL
Ibrahim Salah,Stade Brestois 29,Left Winger,0,0,0,0,2024-2025,UCL
Kamory Doumbia,Stade Brestois 29,Attacking Midfield,0,0,0,0,2024-2025,UCL
Bradley Locko,Stade Brestois 29,Left-Back,0,0,0,0,2024-2025,UCL
Soumaïla Coulibaly,Stade Brestois 29,Centre-Back,0,0,0,0,2024-2025,UCL
Abdallah Sima,Stade Brestois 29,Right Winger,0,0,0,0,2024-2025,UCL
Julien Le Cardinal,Stade Brestois 29,Centre-Back,0,0,0,0,2024-2025,UCL
Vito Mannone,Lille OSC,Goalkeeper,0,0,0,0,2024-2025,UCL
Marc-Aurèle Caillard,Lille OSC,Goalkeeper,0,0,0,0,2024-2025,UCL
Lucas Chevalier,Lille OSC,Goalkeeper,0,0,0,0,2024-2025,UCL
Lisandru Olmeta,Lille OSC,Goalkeeper,0,0,0,0,2024-2025,UCL
Isaac Cossier,Lille OSC,Defence,0,0,0,0,2024-2025,UCL
Morgan Costarelli,Lille OSC,Defence,0,0,0,0,2024-2025,UCL
Hákon Haraldsson,Lille OSC,Midfield,0,0,0,0,2024-2025,UCL
Younes Lachaab,Lille OSC,Midfield,0,0,0,0,2024-2025,UCL
Bafodé Diakité,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
Gabriel Gudmundsson,Lille OSC,Left-Back,0,0,0,0,2024-2025,UCL
Edon Zhegrova,Lille OSC,Right Winger,0,0,0,0,2024-2025,UCL
Jonathan David,Lille OSC,Centre-Forward,0,0,0,0,2024-2025,UCL
Benjamin André,Lille OSC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Rémy Cabella,Lille OSC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Angel Gomes,Lille OSC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Mitchel Bakker,Lille OSC,Left-Back,0,0,0,0,2024-2025,UCL
Nabil Bentaleb,Lille OSC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Thomas Meunier,Lille OSC,Right-Back,0,0,0,0,2024-2025,UCL
Samuel Umtiti,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
André Gomes,Lille OSC,Central Midfield,0,0,0,0,2024-2025,UCL
Ismaily,Lille OSC,Left-Back,0,0,0,0,2024-2025,UCL
Mohamed Bayo,Lille OSC,Centre-Forward,0,0,0,0,2024-2025,UCL
Aïssa Mandi,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
Lilian Baret,Lille OSC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Ayyoub Bouaddi,Lille OSC,Central Midfield,0,0,0,0,2024-2025,UCL
Ethan Mbappé,Lille OSC,Central Midfield,0,0,0,0,2024-2025,UCL
Ousmane Touré,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
Matias Fernandez-Pardo,Lille OSC,Centre-Forward,0,0,0,0,2024-2025,UCL
Aaron Malouda,Lille OSC,Left Winger,0,0,0,0,2024-2025,UCL
Ngal'ayel Mukau,Lille OSC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Tiago Santos,Lille OSC,Right-Back,0,0,0,0,2024-2025,UCL
Rafael Fernandes,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
Alexsandro Ribeiro,Lille OSC,Centre-Back,0,0,0,0,2024-2025,UCL
Akim Zedadka,Lille OSC,Right-Back,0,0,0,0,2024-2025,UCL
Osame Sahraoui,Lille OSC,Left Winger,0,0,0,0,2024-2025,UCL
Gianluigi Donnarumma,Paris Saint-Germain FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Matvei Safonov,Paris Saint-Germain FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Arnau Tenas,Paris Saint-Germain FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Louis Mouquet,Paris Saint-Germain FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Kang-in Lee,Paris Saint-Germain FC,Midfield,0,0,0,0,2024-2025,UCL
Axel Tape,Paris Saint-Germain FC,Midfield,0,0,0,0,2024-2025,UCL
Naoufel El Hannach,Paris Saint-Germain FC,Right-Back,0,0,0,0,2024-2025,UCL
Ibrahim M'Baye,Paris Saint-Germain FC,Right Winger,0,0,0,0,2024-2025,UCL
Yoram Zague,Paris Saint-Germain FC,Right-Back,0,0,0,0,2024-2025,UCL
Senny Mayulu,Paris Saint-Germain FC,Central Midfield,0,0,0,0,2024-2025,UCL
Serif Nhaga,Paris Saint-Germain FC,Left-Back,0,0,0,0,2024-2025,UCL
Joao Neves,Paris Saint-Germain FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Warren Zaïre-Emery,Paris Saint-Germain FC,Central Midfield,0,0,0,0,2024-2025,UCL
Ayman Kari,Paris Saint-Germain FC,Central Midfield,0,0,0,0,2024-2025,UCL
Vitinha,Paris Saint-Germain FC,Central Midfield,0,0,0,0,2024-2025,UCL
Desire Doue,Paris Saint-Germain FC,Left Winger,0,0,0,0,2024-2025,UCL
Bradley Barcola,Paris Saint-Germain FC,Left Winger,0,0,0,0,2024-2025,UCL
Lucas Beraldo,Paris Saint-Germain FC,Centre-Back,0,0,0,0,2024-2025,UCL
Nuno Mendes,Paris Saint-Germain FC,Left-Back,0,0,0,0,2024-2025,UCL
William Pacho,Paris Saint-Germain FC,Centre-Back,0,0,0,0,2024-2025,UCL
Gonçalo Ramos,Paris Saint-Germain FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Randal Kolo Muani,Paris Saint-Germain FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Ousmane Dembélé,Paris Saint-Germain FC,Right Winger,0,0,0,0,2024-2025,UCL
Lucas Hernández,Paris Saint-Germain FC,Left-Back,0,0,0,0,2024-2025,UCL
Presnel Kimpembe,Paris Saint-Germain FC,Centre-Back,0,0,0,0,2024-2025,UCL
Marquinhos,Paris Saint-Germain FC,Centre-Back,0,0,0,0,2024-2025,UCL
Milan Škriniar,Paris Saint-Germain FC,Centre-Back,0,0,0,0,2024-2025,UCL
Achraf Hakimi,Paris Saint-Germain FC,Right-Back,0,0,0,0,2024-2025,UCL
Marco Asensio,Paris Saint-Germain FC,Right Winger,0,0,0,0,2024-2025,UCL
Fabián Ruiz,Paris Saint-Germain FC,Central Midfield,0,0,0,0,2024-2025,UCL
Philipp Köhn,AS Monaco FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Radosław Majecki,AS Monaco FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Yann Lienard,AS Monaco FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Jules Stawiecki,AS Monaco FC,Goalkeeper,0,0,0,0,2024-2025,UCL
Samuel Nibombe,AS Monaco FC,Defence,0,0,0,0,2024-2025,UCL
Bradel Kiwa,AS Monaco FC,Defence,0,0,0,0,2024-2025,UCL
Eliesse Ben Seghir,AS Monaco FC,Midfield,0,0,0,0,2024-2025,UCL
Aladji Bamba,AS Monaco FC,Midfield,0,0,0,0,2024-2025,UCL
Joan Tincres,AS Monaco FC,Offence,0,0,0,0,2024-2025,UCL
Vanderson,AS Monaco FC,Right-Back,0,0,0,0,2024-2025,UCL
Eliot Matazo,AS Monaco FC,Central Midfield,0,0,0,0,2024-2025,UCL
Folarin Balogun,AS Monaco FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Wilfried Singo,AS Monaco FC,Centre-Back,0,0,0,0,2024-2025,UCL
Mohammed Salisu,AS Monaco FC,Centre-Back,0,0,0,0,2024-2025,UCL
Jordan Teze,AS Monaco FC,Right-Back,0,0,0,0,2024-2025,UCL
Takumi Minamino,AS Monaco FC,Left Winger,0,0,0,0,2024-2025,UCL
Krépin Diatta,AS Monaco FC,Right Winger,0,0,0,0,2024-2025,UCL
Denis Zakaria,AS Monaco FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Thilo Kehrer,AS Monaco FC,Centre-Back,0,0,0,0,2024-2025,UCL
Aleksandr Golovin,AS Monaco FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Breel Embolo,AS Monaco FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Caio Henrique,AS Monaco FC,Left-Back,0,0,0,0,2024-2025,UCL
Mayssam Benama,AS Monaco FC,Central Midfield,0,0,0,0,2024-2025,UCL
Lucas Michal,AS Monaco FC,Left Winger,0,0,0,0,2024-2025,UCL
Saïmon Bouabré,AS Monaco FC,Attacking Midfield,0,0,0,0,2024-2025,UCL
Lamine Camara,AS Monaco FC,Central Midfield,0,0,0,0,2024-2025,UCL
Edan Diop,AS Monaco FC,Central Midfield,0,0,0,0,2024-2025,UCL
George Ilenikhena,AS Monaco FC,Centre-Forward,0,0,0,0,2024-2025,UCL
Christian Mawissa,AS Monaco FC,Centre-Back,0,0,0,0,2024-2025,UCL
Kassoum Ouattara,AS Monaco FC,Left-Back,0,0,0,0,2024-2025,UCL
Soungoutou Magassa,AS Monaco FC,Defensive Midfield,0,0,0,0,2024-2025,UCL
Maghnes Akliouche,AS Monaco FC,Right Winger,0,0,0,0,2024-2025,UCL
Joël Drommel,PSV,Goalkeeper,0,0,0,0,2024-2025,UCL
Walter Benítez,PSV,Goalkeeper,0,0,0,0,2024-2025,UCL
Niek Schiks,PSV,Goalkeeper,0,0,0,0,2024-2025,UCL
Tijn Smolenaars,PSV,Goalkeeper,0,0,0,0,2024-2025,UCL
Adamo Nagalo,PSV,Defence,0,0,0,0,2024-2025,UCL
Emmanuel van de Blaak,PSV,Defence,0,0,0,0,2024-2025,UCL
Matteo Dams,PSV,Defence,0,0,0,0,2024-2025,UCL
Michael Bresser,PSV,Defence,0,0,0,0,2024-2025,UCL
Richie Ledezma,PSV,Midfield,0,0,0,0,2024-2025,UCL
Wessel Kuhn,PSV,Midfield,0,0,0,0,2024-2025,UCL
Samuel Gomez van Hoogen,PSV,Midfield,0,0,0,0,2024-2025,UCL
Jesper Uneken,PSV,Offence,0,0,0,0,2024-2025,UCL
Ismael Saibari,PSV,Central Midfield,0,0,0,0,2024-2025,UCL
Ricardo Pepi,PSV,Centre-Forward,0,0,0,0,2024-2025,UCL
Sergiño Dest,PSV,Right-Back,0,0,0,0,2024-2025,UCL
Joey Veerman,PSV,Central Midfield,0,0,0,0,2024-2025,UCL
Jerdy Schouten,PSV,Defensive Midfield,0,0,0,0,2024-2025,UCL
Guus Til,PSV,Attacking Midfield,0,0,0,0,2024-2025,UCL
Noa Lang,PSV,Left Winger,0,0,0,0,2024-2025,UCL
Luuk de Jong,PSV,Centre-Forward,0,0,0,0,2024-2025,UCL
Mauro Júnior,PSV,Left-Back,0,0,0,0,2024-2025,UCL
Armando Obispo,PSV,Centre-Back,0,0,0,0,2024-2025,UCL
Hirving Lozano,PSV,Left Winger,0,0,0,0,2024-2025,UCL
Ivan Perišić,PSV,Left Winger,0,0,0,0,2024-2025,UCL
Rick Karsdorp,PSV,Right-Back,0,0,0,0,2024-2025,UCL
Olivier Boscagli,PSV,Centre-Back,0,0,0,0,2024-2025,UCL
Isaac Babadi,PSV,Attacking Midfield,0,0,0,0,2024-2025,UCL
Tygo Land,PSV,Central Midfield,0,0,0,0,2024-2025,UCL
Ryan Flamingo,PSV,Centre-Back,0,0,0,0,2024-2025,UCL
Johan Bakayoko,PSV,Right Winger,0,0,0,0,2024-2025,UCL
Fredrik Oppegard,PSV,Left-Back,0,0,0,0,2024-2025,UCL
Couhaib Driouech,PSV,Left Winger,0,0,0,0,2024-2025,UCL
Malik Tillman,PSV,Attacking Midfield,0,0,0,0,2024-2025,UCL
Timon Wellenreuther,Feyenoord Rotterdam,Goalkeeper,0,0,0,0,2024-2025,UCL
Justin Bijlow,Feyenoord Rotterdam,Goalkeeper,0,0,0,0,2024-2025,UCL
Plamen Andreev,Feyenoord Rotterdam,Goalkeeper,0,0,0,0,2024-2025,UCL
Mannou Berger,Feyenoord Rotterdam,Goalkeeper,0,0,0,0,2024-2025,UCL
Ismail Ka,Feyenoord Rotterdam,Goalkeeper,0,0,0,0,2024-2025,UCL
Jan Plug,Feyenoord Rotterdam,Defence,0,0,0,0,2024-2025,UCL
In-beom Hwang,Feyenoord Rotterdam,Midfield,0,0,0,0,2024-2025,UCL
Aymen Sliti,Feyenoord Rotterdam,Offence,0,0,0,0,2024-2025,UCL
Zépiqueno Redmond,Feyenoord Rotterdam,Offence,0,0,0,0,2024-2025,UCL
Hugo Bueno,Feyenoord Rotterdam,Left-Back,0,0,0,0,2024-2025,UCL
Ramiz Zerrouki,Feyenoord Rotterdam,Defensive Midfield,0,0,0,0,2024-2025,UCL
Igor Paixão,Feyenoord Rotterdam,Left Winger,0,0,0,0,2024-2025,UCL
Ayase Ueda,Feyenoord Rotterdam,Centre-Forward,0,0,0,0,2024-2025,UCL
Quinten Timber,Feyenoord Rotterdam,Central Midfield,0,0,0,0,2024-2025,UCL
Gijs Smal,Feyenoord Rotterdam,Left-Back,0,0,0,0,2024-2025,UCL
Julián Carranza,Feyenoord Rotterdam,Centre-Forward,0,0,0,0,2024-2025,UCL
Santiago Giménez,Feyenoord Rotterdam,Centre-Forward,0,0,0,0,2024-2025,UCL
Luka Ivanušec,Feyenoord Rotterdam,Left Winger,0,0,0,0,2024-2025,UCL
Jordan Lotomba,Feyenoord Rotterdam,Right-Back,0,0,0,0,2024-2025,UCL
Dávid Hancko,Feyenoord Rotterdam,Centre-Back,0,0,0,0,2024-2025,UCL
Gernot Trauner,Feyenoord Rotterdam,Centre-Back,0,0,0,0,2024-2025,UCL
Calvin Stengs,Feyenoord Rotterdam,Attacking Midfield,0,0,0,0,2024-2025,UCL
Bart Nieuwkoop,Feyenoord Rotterdam,Right-Back,0,0,0,0,2024-2025,UCL
Chris-Kévin Nadje,Feyenoord Rotterdam,Defensive Midfield,0,0,0,0,2024-2025,UCL
Jeyland Mitchell,Feyenoord Rotterdam,Centre-Back,0,0,0,0,2024-2025,UCL
Anis Moussa,Feyenoord Rotterdam,Right Winger,0,0,0,0,2024-2025,UCL
Gjivai Zechiël,Feyenoord Rotterdam,Defensive Midfield,0,0,0,0,2024-2025,UCL
Facundo González,Feyenoord Rotterdam,Centre-Back,0,0,0,0,2024-2025,UCL
Ibrahim Osman,Feyenoord Rotterdam,Left Winger,0,0,0,0,2024-2025,UCL
Quilindschy Hartman,Feyenoord Rotterdam,Left-Back,0,0,0,0,2024-2025,UCL
Givairo Read,Feyenoord Rotterdam,Right-Back,0,0,0,0,2024-2025,UCL
Thomas Beelen,Feyenoord Rotterdam,Centre-Back,0,0,0,0,2024-2025,UCL
Antoni Milambo,Feyenoord Rotterdam,Central Midfield,0,0,0,0,2024-2025,UCL
Péter Gulácsi,RB Leipzig,Goalkeeper,0,0,0,0,2024-2025,UCL
Leopold Zingerle,RB Leipzig,Goalkeeper,0,0,0,0,2024-2025,UCL
Maarten Vandevoordt,RB Leipzig,Goalkeeper,0,0,0,0,2024-2025,UCL
Antonio Nusa,RB Leipzig,Midfield,0,0,0,0,2024-2025,UCL
Assan Ouédraogo,RB Leipzig,Midfield,0,0,0,0,2024-2025,UCL
Viggo Gebel,RB Leipzig,Midfield,0,0,0,0,2024-2025,UCL
Faik Sakar,RB Leipzig,Midfield,0,0,0,0,2024-2025,UCL
Nuha Jatta,RB Leipzig,Attacking Midfield,0,0,0,0,2024-2025,UCL
Arthur Vermeeren,RB Leipzig,Central Midfield,0,0,0,0,2024-2025,UCL
